Latitude,Longitude,Carbohydrate,Lignin,Lignin_cellulose,Temperature
42.54,-72.18,0.010120629,0.002984776,0.013105405,7.4
42.54,-72.18,0.008695449,0.002999638,0.011695087,7.4
42.54,-72.18,0.009986807,0.003194525,0.013181332,7.4
42.54,-72.18,0.010527431,0.003579798,0.014107229,12.4
42.54,-72.18,0.011236861,0.003542252,0.014779113,12.4
42.54,-72.18,0.010610334,0.00382496,0.014435294,12.4
42.54,-72.18,0.009748057,0.002941469,0.012689526,7.4
42.54,-72.18,0.010585055,0.003166629,0.013751684,7.4
42.54,-72.18,0.010947124,0.003116822,0.014063946,7.4
42.54,-72.18,0.011688061,0.003368836,0.015056897,12.4
42.54,-72.18,0.012146837,0.003474016,0.015620854,12.4
42.54,-72.18,0.011405315,0.003218097,0.014623412,12.4
42.54,-72.18,0.01058203,0.003389818,0.013971848,7.4
42.54,-72.18,0.010222478,0.003135788,0.013358266,7.4
42.54,-72.18,0.01199449,0.00322223,0.01521672,7.4
42.54,-72.18,0.011347987,0.003504412,0.014852399,7.4
42.54,-72.18,0.010484432,0.003569821,0.014054253,7.4
42.54,-72.18,0.012883166,0.003454236,0.016337401,7.4
42.54,-72.18,0.00955077,0.002817134,0.012367904,7.4
42.54,-72.18,0.010451871,0.00292722,0.01337909,7.4
42.54,-72.18,0.010531581,0.003050459,0.013582039,7.4
42.54,-72.18,0.009526715,0.003605453,0.013132168,12.4
42.54,-72.18,0.010922079,0.003322273,0.014244352,12.4
42.54,-72.18,0.010711147,0.003314856,0.014026003,12.4
38.88,-120.64,0.010058468,0.00295942,0.013017888,11.2
38.88,-120.64,0.00990148,0.002991543,0.012893023,11.2
38.88,-120.64,0.010693239,0.003871016,0.014564255,11.2
38.88,-120.64,0.010573894,0.0032819,0.013855795,11.2
38.88,-120.64,0.015132124,0.003339091,0.018471215,11.2
38.88,-120.64,0.01066365,0.002803981,0.013467631,11.2
38.88,-120.64,0.014665632,0.002990574,0.017656206,11.2
38.88,-120.64,0.010672454,0.003592225,0.014264678,11.2
38.88,-120.64,0.014480456,0.003530007,0.018010463,11.2
38.88,-120.64,0.010623221,0.003127715,0.013750936,11.2
38.88,-120.64,0.013931523,0.004958678,0.018890201,11.2
31.11,-95.15,0.016766282,0.003635458,0.02040174,19
31.11,-95.15,0.015879376,0.003395312,0.019274689,19
31.11,-95.15,0.014230767,0.00358081,0.017811577,19
38.88,-120.64,0.014061188,0.003079269,0.017140458,11.2
31.11,-95.15,0.01516245,0.003571724,0.018734174,19
38.88,-120.64,0.013342425,0.002698629,0.016041054,11.2
31.11,-95.15,0.01534924,0.003370418,0.018719658,19
31.11,-95.15,0.011188776,0.003408967,0.014597743,19
31.11,-95.15,0.010777238,0.003470379,0.014247616,19
38.88,-120.64,0.010788874,0.003082028,0.013870902,11.2
31.11,-95.15,0.014726672,0.003509062,0.018235734,19
31.11,-95.15,0.016657416,0.003625384,0.0202828,19
31.11,-95.15,0.01210537,0.00397345,0.01607882,19
31.11,-95.15,0.012296997,0.003918924,0.016215921,19
38.88,-120.64,0.015434244,0.002715526,0.01814977,11.2
31.11,-95.15,0.013955314,0.003600056,0.01755537,19
31.11,-95.15,0.012050528,0.003551192,0.01560172,19
31.11,-95.15,0.012269931,0.003656115,0.015926046,19
31.11,-95.15,0.01181624,0.003645807,0.015462048,19
31.11,-95.15,0.013358392,0.003731983,0.017090375,19
31.11,-95.15,0.015209997,0.00355607,0.018766067,19
38.88,-120.64,0.013888962,0.002850836,0.016739798,11.2
31.11,-95.15,0.011806567,0.00353714,0.015343707,19
38.88,-120.64,0.011147834,0.003004442,0.014152276,11.2
